slno,idx,audio_filepath,person,sex,start_sample,end_sample,start_sec,end_sec,duration_sec,vowel_type,pitch_org_praat,f1_mean_org_praat,f2_mean_org_praat,f3_mean_org_praat,f4_mean_org_praat,f1_median_org_praat,f2_median_org_praat,f3_median_org_praat,f4_median_org_praat
1601,70945,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MFXV0/SX195.WAV,MFXV0,M,6182,7568,0.386375,0.473,0.086625,uw,120.1735143583137,583.5758680725831,1346.2880489556132,2246.695883134927,3162.1597176745645,616.5785700834991,1294.7119559331318,2194.8529915570543,3150.573055857096
1602,51767,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MRSP0/SX196.WAV,MRSP0,M,6015,7800,0.3759375,0.4875,0.1115625,uw,125.86839576864202,573.2114383822169,1220.135465697562,2195.006276326046,3164.573933925833,533.6751652492187,1111.2665237534238,2235.0436353378773,3244.143281626212
1603,39171,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MDJM0/SX195.WAV,MDJM0,M,4511,5765,0.2819375,0.3603125,0.078375,uw,96.269669202793,618.0591264534268,1326.5308493874657,2633.821821480158,3353.3505108851696,657.1851177380524,1258.717534666819,2595.231371853698,3314.8873501098387
1604,24529,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MRCG0/SX258.WAV,MRCG0,M,37263,39352,2.3289375,2.4595,0.1305625,uw,160.0002365408001,547.72972614376,1557.0339904274133,2461.825205849895,3488.088565418574,517.4112212412539,1574.153463707207,2503.9935202223887,3491.635376327053
1605,24943,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MTJS0/SA1.WAV,MTJS0,M,17211,19264,1.0756875,1.204,0.1283125,uw,132.68712989448096,526.3123789242518,1559.593152309125,2520.2168175607862,3595.0162195918924,524.2401144939784,1538.8474178603046,2457.0694221399103,3578.8094381825763
1606,64890,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MPGR1/SX239.WAV,MPGR1,M,13706,15080,0.856625,0.9425,0.085875,uw,136.09893820601926,739.2056847769119,1716.8684028423695,2619.987146305453,3383.442347827715,540.5204143355177,1545.2879500883091,2404.680567986442,3223.199290919626
1607,61204,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MVLO0/SX337.WAV,MVLO0,M,21054,24280,1.315875,1.5175,0.201625,uw,121.28006588202892,542.8220563620545,1386.319561990479,2467.535059714822,3440.9202157023024,514.9725089142656,1294.8640824168883,2526.7254963701043,3387.2396702385627
1608,48500,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MJEE0/SX337.WAV,MJEE0,M,22015,24856,1.3759375,1.5535,0.1775625,uw,111.20735163544263,547.783301587718,1347.081220828596,2494.4689030655577,3339.298628183603,538.6394215468064,1255.9016460303942,2516.677322871163,3303.135758040003
1609,11087,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/MPLB0/SI1394.WAV,MPLB0,M,28070,31166,1.754375,1.947875,0.1935,uw,110.21218830825228,525.6187566762176,1517.7931566220427,2389.440621594054,3465.007811013915,514.3080277318616,1491.308281495071,2462.366788893832,3535.33125904794
1610,18767,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/MNLS0/SX43.WAV,MNLS0,M,24173,25160,1.5108125,1.5725,0.0616875,uw,125.59827728995596,552.5201078352607,1402.5503454000298,2278.550678935596,3575.9106622905747,494.96660814193024,1373.1716452065712,2217.9972457511203,3575.8374798503487
1611,60261,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MSAS0/SI2006.WAV,MSAS0,M,7895,10652,0.4934375,0.66575,0.1723125,uw,112.87260952478142,513.7855785892887,1556.1728560532829,2504.227564086994,3410.562360673077,483.6680898545485,1610.9844800413375,2525.9146841314164,3458.028573312914
1612,38102,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MCAL0/SA1.WAV,MCAL0,M,18548,20637,1.15925,1.2898125,0.1305625,uw,122.50495064704936,537.7202205095008,1405.742484616816,2253.54580662066,3192.8295024772133,547.990910870832,1406.151636639529,2291.166456506708,3207.524754792107
1613,34001,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MRLR0/SX296.WAV,MRLR0,M,5062,6280,0.316375,0.3925,0.076125,uw,118.72514733505868,483.5843525280261,1462.0607433732762,2291.321068631706,3173.3927774716417,472.5721109388599,1462.1060185952572,2382.852345833857,3159.282781849107
1614,38776,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MDDC0/SI789.WAV,MDDC0,M,22100,25053,1.38125,1.5658125,0.1845625,uw,127.88869533663568,557.1072632755082,1242.1678379064854,2771.267255838914,3597.544705251975,543.1954426951024,1246.9615207478098,2822.158670919207,3529.97688462975
1615,30187,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MJAE0/SX174.WAV,MJAE0,M,26650,27553,1.665625,1.7220625,0.0564375,uw,132.2616746323704,590.5968294910773,1431.9174267121784,2311.5415538224865,3134.487494615231,580.8990526565192,1414.636167023188,2286.931959622596,3144.631015868243
1616,7754,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/MWJG0/SI1754.WAV,MWJG0,M,25960,28573,1.6225,1.7858125,0.1633125,uw,90.04822067186981,482.6652666523536,1279.5272015797818,2395.116959606345,3535.1590562702854,479.43997309928,1252.1523747674896,2399.074568858045,3513.201858414808
1617,3237,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/MGWT0/SX279.WAV,MGWT0,M,21320,22475,1.3325,1.4046875,0.0721875,uw,119.48854214077082,533.3077914183177,1365.8235121010257,2539.4625538024093,3584.848692102689,512.2500946284019,1341.700925791932,2597.951344994489,3590.871356272768
1618,38550,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MCEF0/SX145.WAV,MCEF0,M,27571,28927,1.7231875,1.8079375,0.08475,uw,134.38268067857626,527.1216435166752,1672.2219888822106,2418.477124163844,3614.542598073253,511.4123691233969,1643.14247198804,2378.3793021543056,3597.8569761481936
1619,11354,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/MRKO0/SI2027.WAV,MRKO0,M,43330,47160,2.708125,2.9475,0.239375,uw,123.74728313751427,498.84841949695647,1375.9379526565583,2408.8854429259195,3288.5821067583884,482.0929720813164,1285.3374825110352,2450.9721944547355,3246.81788724317
1620,33698,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MRJT0/SI868.WAV,MRJT0,M,22391,23240,1.3994375,1.4525,0.0530625,uw,97.07871948569074,540.6047014282428,1528.422747566085,2306.8694896456354,3292.183936377844,532.117775983559,1506.1126591957604,2402.3416037126103,3247.330276661067
1621,33640,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MRJM1/SX398.WAV,MRJM1,M,24360,26280,1.5225,1.6425,0.12,uw,134.0434427966865,528.209593339225,1729.8091534800924,2586.397695355619,3560.0382310780665,509.8639002515037,1765.245329024797,2590.5474433883564,3463.506237126788
1622,30818,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MJMA0/SI865.WAV,MJMA0,M,24360,25333,1.5225,1.5833125,0.0608125,uw,135.13371783086816,541.3782696712998,1648.172668411051,2489.642671232289,3558.634651351961,520.7255888611994,1603.5213613895955,2547.037603166066,3577.5903899199893
1623,5337,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/MCSH0/SX289.WAV,MCSH0,M,10440,12360,0.6525,0.7725,0.12,uw,146.61302825263283,497.0556491881822,1398.5990421151594,2408.701500004324,3294.71904640935,484.624177968691,1350.63384610418,2521.940905754063,3275.065981037056
1624,50889,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MNET0/SX366.WAV,MNET0,M,47160,48967,2.9475,3.0604375,0.1129375,uw,103.19333246070258,519.3544740345886,1321.847188080402,2334.0962380123774,3107.530716565214,512.2377051907786,1269.5423528567608,2422.082398790366,3074.8510221024235
1625,65761,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MSVS0/SX128.WAV,MSVS0,M,18080,20240,1.13,1.265,0.135,uw,134.19026240823814,625.3404520999951,1421.3941058333835,2549.3105731435176,3695.54910410862,588.0792551995507,1343.585219592407,2544.217085407505,3639.549497131845
1626,51757,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MRSP0/SX169.WAV,MRSP0,M,18715,20010,1.1696875,1.250625,0.0809375,uw,106.99200248553171,510.6059895268732,1435.4530859349388,2243.226418070483,3195.164146031103,485.4429396419391,1396.14157435183,2300.396071777508,3238.525260002607
1627,33754,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MRJT0/SX328.WAV,MRJT0,M,52124,55035,3.25775,3.4396875,0.1819375,uw,103.48402698430992,514.8752301696532,1398.7671965068434,2143.6938579390494,3287.741611842796,513.5958309815039,1369.1909744263223,2202.552860047978,3276.075842332239
1628,24671,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MRDD0/SX330.WAV,MRDD0,M,21450,22516,1.340625,1.40725,0.066625,uw,97.86708930730364,534.004644803741,1442.8342715408858,2225.057328117773,3343.5699564638862,516.0668196770441,1371.6061030849842,2195.707691256592,3315.70710406757
1629,3081,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/MDLD0/SI913.WAV,MDLD0,M,4887,5848,0.3054375,0.3655,0.0600625,uw,153.22529017816436,544.9136909329343,1319.5956653452529,2553.5758414531942,3594.3640934428017,545.3226642357856,1228.5577047353615,2561.171153370188,3589.277521326341
1630,61173,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MVLO0/SX157.WAV,MVLO0,M,5240,7185,0.3275,0.4490625,0.1215625,uw,137.0033132985388,470.1052586740189,1343.1554184317936,2249.289312270588,3348.567550001573,466.47563868361874,1326.7956459808192,2315.4968477898883,3325.383273073933
1631,50574,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MMDM0/SI1311.WAV,MMDM0,M,39185,40146,2.4490625,2.509125,0.0600625,uw,95.57251015659024,525.1084625844815,1459.5064277235394,2391.5153043939977,3459.715865174244,496.986262786667,1477.1452145409824,2359.851965616705,3419.8991321991207
1632,64039,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MEAL0/SX197.WAV,MEAL0,M,17643,19467,1.1026875,1.2166875,0.114,uw,115.80039871742773,519.6567713069056,1513.395607167295,2215.5398971378663,3303.7528815942965,513.4552719643216,1476.7008506085338,2218.274752775903,3282.770087419809
1633,4552,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/MWVW0/SI846.WAV,MWVW0,M,52270,53906,3.266875,3.369125,0.10225,uw,131.93754023860532,616.6273212567419,1547.3462973506194,2482.125092893584,3405.07898346961,527.1602222505844,1472.5371938983262,2478.066168902865,3428.4225682152105
1634,65528,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MSJK0/SX336.WAV,MSJK0,M,22527,24355,1.4079375,1.5221875,0.11425,uw,114.7856513357734,505.2719955017749,1517.4010305268591,2396.4574777751027,3304.5658726662546,496.106096900741,1521.9475813600773,2387.0353024096703,3286.4883440175468
1635,70572,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MDLR1/SX309.WAV,MDLR1,M,14120,15122,0.8825,0.945125,0.062625,uw,110.2168803239212,499.7160431440121,1504.130667279673,2485.069722379192,3609.2872489187152,475.4080868302132,1400.2411425509,2536.250627960261,3586.18863684448
1636,52022,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MSMC0/SX197.WAV,MSMC0,M,31218,33838,1.951125,2.114875,0.16375,uw,138.09844773482018,726.0971081173865,1597.4757111813717,2525.014881649068,3492.461249573148,659.8547907945424,1607.0701757061347,2396.6220766820843,3346.372923603123
1637,60955,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MTDP0/SX441.WAV,MTDP0,M,21597,22600,1.3498125,1.4125,0.0626875,uw,160.10690067194056,532.8064049324369,1237.2852257564386,2341.45192229972,3749.058827631488,506.86624471990905,1105.8660003784692,2356.5053360662514,3694.144011962977
1638,56598,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MDHL0/SA1.WAV,MDHL0,M,17640,20040,1.1025,1.2525,0.15,uw,139.17403763762337,494.3595569165714,1419.8760506413862,2450.755271517419,3631.87700310286,472.0407265820037,1379.6100508736993,2460.574265697893,3574.428781540503
1639,34943,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MZMB0/SI536.WAV,MZMB0,M,16413,17480,1.0258125,1.0925,0.0666875,uw,102.58849607064612,519.5749808618895,1508.7694940848496,2332.1890616725764,3634.391147624461,527.1088975947271,1550.0352971787108,2319.5583368619778,3623.6085104856006
1640,30623,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MJEB0/SX296.WAV,MJEB0,M,6050,7853,0.378125,0.4908125,0.1126875,uw,127.2801405300508,561.7533389723565,1526.086877596843,2287.951018816217,3471.287408443006,534.5895728051883,1521.6441487755365,2330.2603105158505,3464.146816711494
1641,30705,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MJHI0/SI698.WAV,MJHI0,M,45064,45747,2.8165,2.8591875,0.0426875,uw,110.69315603985768,615.9450130251306,1394.3476022133373,2382.517865745728,3455.3937366555588,564.2656461028746,1357.079995611056,2352.3087289407645,3471.431352135496
1642,33941,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MRLR0/SI1196.WAV,MRLR0,M,45745,46503,2.8590625,2.9064375,0.047375,uw,113.3209237539995,476.3164052390872,1542.9416994439011,2482.07823683667,3355.324577248121,462.830588652993,1566.0305448919437,2527.115174939773,3358.509927177809
1643,48584,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MJJJ0/SI533.WAV,MJJJ0,M,12920,15164,0.8075,0.94775,0.14025,uw,134.23344845735315,432.6783814577112,1468.5042483022282,2621.4439195263294,3275.530242244892,443.08858415082346,1410.5792806931668,2644.0446614672574,3218.161461374256
1644,1362,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR1/MWBT0/SX383.WAV,MWBT0,M,30080,34280,1.88,2.1425,0.2625,uw,107.41787416338694,560.019641288308,1332.8045772878752,2356.0932465633546,3077.921647283094,549.6473962506255,1236.7459939245114,2413.824586931591,3044.7831593359347
1645,64002,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MEAL0/SI2177.WAV,MEAL0,M,4320,4971,0.27,0.3106875,0.0406875,uw,104.41287270782188,673.314420799318,1364.308890387135,2484.9423932396185,3396.992706226692,599.096753681684,1266.480329075224,2555.7174354677,3352.1598651599143
1646,32380,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MPPC0/SA1.WAV,MPPC0,M,19410,21560,1.213125,1.3475,0.134375,uw,134.2011975766963,505.0189448859112,1563.7852729591766,2431.293331366886,3248.3773235733365,491.62444191126616,1612.385207841641,2457.4140519125813,3241.0288138757737
1647,39229,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MDLC0/SI1395.WAV,MDLC0,M,16600,18214,1.0375,1.138375,0.100875,uw,113.74645463821363,587.2140434564886,1400.9015925800802,2418.054509193819,3524.739828695623,496.6720342507675,1270.9719055748303,2393.087386508235,3543.7466082018
1648,72271,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MJRA0/SI1236.WAV,MJRA0,M,15874,17520,0.992125,1.095,0.102875,uw,127.6480412723458,505.87348319098913,1346.0335490454097,2411.215836079423,3442.7926033171834,520.9442530940515,1308.4122593692296,2401.567582880117,3379.538902766669
1649,64695,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MMDB0/SA1.WAV,MMDB0,M,17462,19160,1.091375,1.1975,0.106125,uw,117.19064830641086,536.5350296161299,1460.393709584455,2281.882352985938,3361.5492798149908,497.89025760880656,1370.3446484663978,2283.6231404770574,3346.722539181959
1650,16362,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR6/MPAM1/SX36.WAV,MPAM1,M,47506,48040,2.969125,3.0025,0.033375,uw,144.73820019881333,548.6417998172741,1328.6444740027323,2411.730703807588,3206.3445950436253,522.2033543229484,1281.3316004744554,2412.874543438606,3204.7702717358143
1651,72058,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MJFR0/SX165.WAV,MJFR0,M,16650,18548,1.040625,1.15925,0.118625,uw,103.5112180481088,496.69861338246034,1492.0822752881163,2495.3119029787204,3577.042731623252,482.7848131316173,1454.8032492054406,2469.754158768458,3510.531184137561
1652,75467,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MWRE0/SX157.WAV,MWRE0,M,6764,8662,0.42275,0.541375,0.118625,uw,114.50204944854242,535.1342186761111,1520.237648847551,2305.0077958041875,3483.8582639275965,476.6930761578293,1474.8303158572749,2265.234429015012,3411.190815324454
1653,38929,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MDEF0/SX303.WAV,MDEF0,M,12407,13660,0.7754375,0.85375,0.0783125,uw,105.42897006288722,484.3047999569932,1400.5205259252796,2409.5044407016867,3244.0203079634603,466.7255753016926,1324.615297132698,2414.274150453405,3203.83108896018
1654,39195,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MDJM0/SX375.WAV,MDJM0,M,38460,40200,2.40375,2.5125,0.10875,uw,100.13443998197586,573.6800394515,1388.9946532078932,2318.793276033211,3362.961389917428,568.806183862072,1387.185100595041,2429.384233775962,3331.349842124368
1655,42171,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MPRD0/SI801.WAV,MPRD0,M,40973,42280,2.5608125,2.6425,0.0816875,uw,144.71482246456117,577.8457512774786,1340.7675180954525,2351.4371560613536,3579.7232823987133,561.2680607051404,1330.3075001196405,2264.388956472816,3540.294769614364
1656,13824,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/MDAC2/SI999.WAV,MDAC2,M,9960,12323,0.6225,0.7701875,0.1476875,uw,130.44349463696278,481.194543172861,1264.4155858279053,2545.8481288111893,3435.4104178893367,458.0853877741219,1234.4358028487452,2699.9262519095896,3363.564249572478
1657,44158,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MWDK0/SI2017.WAV,MWDK0,M,17470,18255,1.091875,1.1409375,0.0490625,uw,118.68828566929432,474.4305362885534,1454.9068964223995,2287.3960056648475,3493.60491602767,460.2665928391955,1412.3505036167612,2313.8501046038773,3473.1715872233035
1658,58610,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MMAB1/SI1494.WAV,MMAB1,M,13159,14746,0.8224375,0.921625,0.0991875,uw,110.75913652693193,484.4240447291244,1688.341089044331,2397.446106103882,3370.86915653395,443.4697141646112,1808.19979738524,2388.8396429210184,3369.4941343899263
1659,69649,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MCTH0/SI579.WAV,MCTH0,M,6440,7352,0.4025,0.4595,0.057,uw,111.63511998233864,516.3448250235937,1494.04741266627,2461.236759014399,3402.757582241717,467.08702852358056,1473.931619993276,2489.449013196776,3407.9587523660102
1660,73159,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MPAR0/SI946.WAV,MPAR0,M,6851,8146,0.4281875,0.509125,0.0809375,uw,107.61386585039232,601.7470347756301,1253.793450056159,2417.273919318389,3498.1073475997377,614.2858172060535,1235.693985725864,2579.520775031115,3549.1451032387067
1661,6499,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/MKCH0/SI1425.WAV,MKCH0,M,19559,21514,1.2224375,1.344625,0.1221875,uw,118.95908994478164,501.1015470089279,1192.2324796639316,2226.6174372903683,3384.3886763235914,496.29830340696265,1100.92220693086,2342.5903926125256,3377.277468460681
1662,2989,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/MDBB0/SX205.WAV,MDBB0,M,35342,36511,2.208875,2.2819375,0.0730625,uw,175.7473940961072,529.2192471101142,1359.1834943998224,2332.1104859175066,3283.1646055603446,531.3465811397841,1399.609357263099,2470.341376018247,3315.9273766261863
1663,34738,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MTJG0/SX350.WAV,MTJG0,M,54650,56460,3.415625,3.52875,0.113125,uw,116.48124817568367,479.25034463055135,1538.2549734566578,2443.8299467889983,3327.3706936444983,468.5984748815473,1575.406921867854,2487.9948949960435,3270.817748420842
1664,32058,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MMDS0/SX173.WAV,MMDS0,M,3150,3592,0.196875,0.2245,0.027625,uw,131.8106942028558,493.0563479990424,1363.9958674778438,2242.218118671364,3543.503510105306,475.2232901371156,1341.760657908815,2318.817687360277,3551.085841005508
1665,6843,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/MMDH0/SI1656.WAV,MMDH0,M,10540,12449,0.65875,0.7780625,0.1193125,uw,137.87242935880556,517.9200279115587,1314.951003001856,2398.649311237939,3393.5057676373385,495.2947350884688,1251.2775002908904,2426.189665277501,3350.4682983704342
1666,39258,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MDLC0/SI2025.WAV,MDLC0,M,54338,55645,3.396125,3.4778125,0.0816875,uw,104.85441139459738,479.9033905974814,1492.511367204765,2316.290168742093,3471.860435587773,452.885633854569,1437.9225212294923,2386.3907436791737,3498.563202802819
1667,31868,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MMAA0/SX395.WAV,MMAA0,M,43295,44840,2.7059375,2.8025,0.0965625,uw,122.82530763351404,495.6362996763819,1429.4297292328204,2413.962728306124,3539.434696832198,477.401968472296,1408.155680899516,2432.194616739919,3555.302409953972
1668,25166,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MTPF0/SX335.WAV,MTPF0,M,37160,37800,2.3225,2.3625,0.04,uw,107.5776389107631,604.0250183015928,1449.8986435475597,2460.311821770458,3551.771950712897,575.815867079035,1469.3299537924436,2444.397090311543,3579.297698667796
1669,43307,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MSFV0/SX182.WAV,MSFV0,M,9900,14788,0.61875,0.92425,0.3055,uw,104.48695110564962,491.4454626389652,1399.6527282569282,2441.5800694172467,3489.1638249058988,410.72284945035096,1332.1651059622482,2378.002932551717,3455.4179354470907
1670,78086,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/MRLK0/SX303.WAV,MRLK0,M,13577,14704,0.8485625,0.919,0.0704375,uw,96.1818514352922,524.4032175742288,1421.3865016618893,2492.379285369509,3556.419076666587,489.2942486854573,1363.5045033639612,2476.277869084254,3529.389215271962
1671,20121,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR8/MDAW1/SX193.WAV,MDAW1,M,19467,20386,1.2166875,1.274125,0.0574375,uw,100.56496485421177,551.3805655389209,1288.973394314005,2281.2234751705573,3497.091349568625,557.9073874677244,1276.1254673430274,2241.6636541942785,3487.362795309558
1672,30733,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MJHI0/SX338.WAV,MJHI0,M,18381,21765,1.1488125,1.3603125,0.2115,uw,95.98738200790092,661.7242566416293,1288.82543915346,2252.2045062411594,3402.0956646664777,654.6290357874809,1252.676430397814,2272.73468167626,3344.155479022999
