idx,sex,phone,pitch_praat,f1_org_praat,f2_org_praat,f3_org_praat
1495,F,aa,199.47177852263104,767.1027500000001,1104.7985833333337,2938.3658333333333
1496,F,aa,241.5850659453636,778.6618500000001,1192.63775,2741.0647500000005
1497,F,aa,234.1905056504552,896.6108461538461,1597.566076923077,2864.758538461538
1498,F,aa,225.5854981803987,796.0173076923077,1584.4076153846154,3282.130769230769
1499,F,aa,180.3005358700827,754.0227142857143,1379.948476190476,2644.8435714285715
1500,F,aa,241.5277610199264,813.3478750000003,1423.236625,2470.5530625
1501,F,aa,189.595495507357,902.192111111111,1575.635,2939.323444444444
1502,F,aa,198.51520345702377,770.9033529411764,1215.6475882352945,2560.576235294118
1503,F,aa,218.8377662460397,741.2109230769231,1293.163846153846,2792.013615384616
1504,F,aa,208.6481449464752,713.6124166666667,1263.5075000000002,2407.6889166666665
1505,F,aa,203.69905226529696,696.9300000000001,1387.181888888889,2500.6766666666667
1506,F,aa,181.58496435910823,735.5978,1549.2854,2649.7626666666665
1507,F,aa,212.9268310533764,710.9638,1362.8107,2588.1757
1508,F,aa,230.89731803157272,702.7343529411764,1349.416470588235,2332.7465294117646
1509,F,aa,252.3774020269838,747.4031,1285.37215,2574.97045
1510,F,aa,194.47730804986597,855.4635454545455,1416.7896363636362,2746.979181818182
1511,F,aa,179.55490110899976,675.7116666666666,1197.8275,2400.8585000000003
1512,F,aa,201.4150832235929,741.2332307692307,1415.400076923077,2735.870461538462
1513,F,aa,196.27167542056876,718.6093999999999,1632.4,2475.1824
1514,F,aa,202.77576873629727,809.8894000000001,1272.4608,2299.6025
1515,F,aa,194.9304671769467,717.5627142857142,1800.2855714285718,2674.557571428571
1516,F,aa,239.7853842518946,801.2851666666666,1445.0438333333334,2600.405416666667
1517,F,aa,166.1432947147677,878.7033333333333,1435.0057333333332,2384.710333333333
1518,F,aa,207.90825615856332,641.795,1527.224333333333,2087.0386666666664
1519,F,aa,196.62497659164612,773.86375,1262.486666666667,2092.3149166666667
1520,F,aa,229.7560607467221,759.2792142857143,1231.0409285714286,3084.0185000000006
1521,F,aa,210.0082895793614,936.8333157894735,1559.757631578947,2789.196105263158
1522,F,aa,231.37741373953955,733.1662500000001,1392.9545833333334,2241.5558333333333
1523,F,aa,233.7354622749432,773.7747142857143,1352.1089047619048,3066.246714285714
1524,F,aa,169.8513430776098,714.6946,1501.7837,2145.4505
1525,F,aa,202.77576873629727,857.43175,1538.574875,2371.378625
1526,F,aa,184.74255776304472,648.0356666666667,1715.821777777778,2295.0856666666664
1527,F,aa,203.6470390169301,729.8862727272727,1299.1714545454547,2241.568545454545
1528,F,aa,180.06948446185635,780.5189000000001,1468.3824,2648.7114
1529,F,aa,201.4173443923686,772.2821111111111,1594.7551111111109,2567.334555555556
1530,F,aa,194.7067324867797,741.0316470588235,1598.5773529411763,3172.6546470588232
1531,F,aa,239.44192796577303,893.9054285714285,1377.8604285714289,2325.874714285714
1532,F,aa,166.93796426410853,844.7652142857144,1302.8167857142855,2582.6414285714286
1533,F,aa,242.42846937510936,898.9425,1402.7131428571429,2811.970071428571
1534,F,aa,216.24632441787804,802.731871794872,1367.1963589743586,2825.7456666666667
1535,F,aa,186.5197267189108,781.99,1186.3275,2576.0821875
1536,F,aa,199.1837825794761,675.2993333333333,1172.4216666666669,2265.881833333333
1537,F,aa,217.4029305785766,883.394,1518.275666666667,2748.6322
1538,F,aa,205.5935643252761,819.0808666666667,1556.093133333333,2796.1194000000005
1539,F,aa,208.3735851043655,720.22875,1049.835125,2361.383375
1540,F,aa,207.03252098849012,686.2010909090909,1181.0194545454544,3085.9792727272725
1541,F,aa,138.14532897046115,877.1406153846154,1584.224384615385,2943.2952307692312
1542,F,aa,230.2849074756488,842.9506666666666,1539.1911666666667,2376.496166666667
1543,F,aa,210.80562984915588,801.7873333333334,1260.4119999999998,2635.398055555556
1544,F,aa,227.4519982729505,822.3267500000001,1222.8885625,3282.2281875000003
1545,F,aa,214.2136721207644,822.7222941176469,1225.8732352941176,3000.635117647059
1546,F,aa,229.51811003914676,883.4406000000002,1308.44425,2468.9196
1547,F,aa,220.007943143139,796.2556666666665,1412.8129166666668,2863.9204166666664
1548,F,aa,210.7894940459185,860.336,1660.3085454545455,2428.6670000000004
1549,F,aa,169.86773009264337,819.471090909091,1215.8825454545456,3083.993181818182
1550,F,aa,222.51040419300705,817.9709375,1368.89075,2973.1771249999997
1551,F,aa,194.07201445674744,722.4145454545455,1452.605909090909,2534.0891818181817
1552,F,aa,253.3738448995179,721.4889444444443,1164.4586666666664,2218.639111111112
1553,F,aa,204.7611011687837,893.6668181818181,1709.3843636363636,2633.581545454546
1554,F,aa,219.40124120615317,745.7606,1318.5232,2062.8233
1555,F,aa,230.1141440740461,924.700285714286,1299.9950714285717,2957.785214285714
1556,F,aa,265.7308251456241,803.7784166666665,1789.151583333333,2592.217916666667
1557,F,aa,170.3247901117901,856.6233846153846,1796.3050769230767,3003.0505384615385
1558,F,aa,180.640998005898,796.4603529411767,1565.5549999999998,3071.577588235294
1559,F,aa,177.9170702921216,819.1771249999999,1256.941125,2163.384
1560,F,aa,222.12636577375744,787.2467272727273,1633.355090909091,2585.079545454546
1561,F,aa,202.4519227801338,862.3323333333332,1449.4217222222223,2912.6413888888887
1562,F,aa,243.43471336377405,690.5614444444444,1287.2145555555555,3052.9844444444443
1563,F,aa,222.12636577375744,810.89,1497.7774375,2986.0713125
1564,F,aa,195.28247321742947,734.5497499999998,1341.9205,2461.9834166666665
1565,F,aa,197.35493923403723,802.4579285714286,1609.8475,2923.8161428571425
1566,F,aa,204.77878028673584,734.0982999999999,1303.4334000000003,2126.0727
1567,F,aa,239.60157705264876,927.7433333333332,1281.3933333333332,2503.63575
1568,F,aa,246.39482145068283,830.3878333333333,1150.9042499999998,2932.246083333333
1569,F,aa,213.15385461401624,695.156,1350.0855,2879.167375
1570,F,aa,193.47259393149704,820.4292727272729,1450.7806363636364,2856.612181818182
1571,F,aa,189.14485197210493,754.329076923077,1302.4543076923078,2389.002230769231
1572,F,aa,221.9654006205733,738.4889999999999,1379.7012142857145,2567.7656428571427
1573,F,aa,217.04227136296907,747.0178750000001,1417.5513125,2224.99275
1574,F,aa,196.2110386973153,844.9730909090911,1475.9945454545452,2413.999727272728
1575,F,aa,191.97417754034583,727.550909090909,1255.5600909090908,2178.730181818182
1576,F,aa,191.62204487315995,815.0928749999999,1569.990625,2973.797875
1577,F,aa,243.54846989150607,771.1810833333333,1535.2281666666663,2295.74825
1578,F,aa,207.3207386180162,804.5307999999999,1378.9781,2517.1977
1579,F,aa,192.8136189840154,600.6875,1181.3625833333333,2565.94675
1580,F,aa,183.4682402288679,682.0162222222222,1245.5562222222222,2211.773333333333
1581,F,aa,193.12566318861116,810.87525,1527.90225,2499.667
1582,F,aa,276.28641826049665,776.30225,1310.43075,2314.098875
1583,F,aa,163.94324012994326,755.9784545454543,1362.5232727272726,2888.228181818182
1584,F,aa,221.7451836910882,688.0129333333333,1137.5504666666668,2585.242733333333
1585,F,aa,192.83935590808468,632.7669,1752.3402999999998,2331.4104
1586,F,aa,209.7375200137764,633.1914545454546,1387.620181818182,2096.5678181818184
1587,F,aa,219.539428518311,818.7798571428572,1312.9967142857145,2775.3475714285714
1588,F,aa,187.39031858119523,798.7979230769232,1350.1443846153848,2556.7503846153845
1589,F,aa,178.36141647923867,726.461625,1222.138875,2486.3813749999995
1590,F,aa,238.09653044022068,674.4607142857142,1243.622,3083.483142857143
1591,F,aa,193.4523793230209,641.1999999999999,1461.7104545454547,2213.930363636364
1592,F,aa,229.5292125495666,790.2448666666666,1822.930133333333,2493.564933333333
1593,F,aa,188.61095094755623,703.9702666666667,1343.4149333333332,2481.0677333333338
1594,F,aa,242.6073592148839,876.8227272727272,1381.5808181818184,2436.086363636364
1595,F,aa,186.5197267189108,722.1642,1404.9642,2202.1388
1596,F,aa,209.9693566244456,679.9698181818181,1491.2463636363636,2377.644818181818
1597,F,aa,196.48707263940452,735.9067777777777,1542.0741111111113,2464.570555555556
1598,F,aa,193.42867910402072,624.0150769230769,1322.7037692307692,2270.382384615385
1599,F,aa,210.06690249420916,716.0834000000001,1305.6451,1972.6836
1600,M,uw,170.4044825718598,733.1557777777779,1308.6977222222224,2659.5574444444446
1601,M,uw,98.98576890445214,868.3905,2103.9001666666663,3380.016166666667
1602,M,uw,122.52647872646664,359.1269285714285,1301.648642857143,2444.676571428572
1603,M,uw,128.12569900543247,402.674,1488.852,2347.30725
1604,M,uw,96.1308630614902,491.2088,1339.9791,2459.0671
1605,M,uw,130.9362697836438,542.2001666666666,1463.7093333333332,2112.4141666666665
1606,M,uw,118.41874721170848,454.31806666666665,1498.3731333333335,2485.6573333333336
1607,M,uw,144.38841118914704,413.9537857142856,1975.2517857142852,2848.518785714285
1608,M,uw,131.18365308397355,473.2125000000001,1607.6953,2603.7395
1609,M,uw,114.18579820510794,406.9370625,1384.901125,2364.904125
1610,M,uw,131.2581068514013,514.6990499999999,1305.39795,2729.18755
1611,M,uw,122.2540804627292,468.733375,1270.9014999999995,2357.10525
1612,M,uw,164.5147851562807,903.8218,1617.5492,2555.9731999999995
1613,M,uw,98.21551133997322,485.7758,1137.9679999999998,2672.6841
1614,M,uw,105.26608848276,459.9893157894737,1424.5425789473684,2539.0929473684205
1615,M,uw,122.28524678912449,432.71425,1400.5651666666663,2655.027333333333
1616,M,uw,130.42842696718773,785.3216249999999,1346.211625,2450.053125
1617,M,uw,105.2445159806097,526.4551818181818,1254.6669090909093,2231.861363636364
1618,M,uw,110.464283770436,892.4486999999999,2393.5486,3057.7509
1619,M,uw,110.22406763567344,505.85983333333326,1594.4450833333333,2617.5026666666668
1620,M,uw,143.76492630953825,485.2747142857144,747.8238571428573,3117.4823571428574
1621,M,uw,119.33022339219302,397.8341111111112,1240.0798888888887,2217.7771111111115
1622,M,uw,130.9809382889119,973.2821428571428,2066.081,2988.9352857142853
1623,M,uw,110.31822023299657,599.5097000000001,1604.6512,3145.1098
1624,M,uw,115.87369271224551,528.0160625000001,1667.047375,2944.66090625
1625,M,uw,104.24986669720434,533.8338461538461,1501.199076923077,2372.27276923077
1626,M,uw,153.14463366486103,637.6195789473685,1539.3364736842104,2541.298421052631
1627,M,uw,122.591384726064,436.1253076923077,1446.5825384615384,2375.996461538461
1628,M,uw,118.636925029286,1037.774,1976.17875,3411.5045
1629,M,uw,119.56113305488331,421.13625,1079.941,2191.07625
1630,M,uw,161.7379638303946,656.9076363636364,1475.8169090909091,2374.393818181818
1631,M,uw,105.21580902770842,675.1854999999999,1532.2508333333333,2542.679
1632,M,uw,130.06497242472983,543.1033636363637,1404.6650000000002,2646.299909090909
1633,M,uw,122.33718414824968,383.221,948.3616666666668,2292.4915
1634,M,uw,108.33878779550125,419.771,1759.684,2897.246
1635,M,uw,106.17913466101076,401.0744210526315,1597.745631578947,2338.2825789473686
1636,M,uw,142.8935532865858,467.5732857142857,953.6595714285714,2569.0057142857145
1637,M,uw,111.42624827695938,515.0037272727274,1449.227272727273,2350.336
1638,M,uw,116.58701348797646,463.2725714285715,1525.59,2612.581285714285
1639,M,uw,114.94930789751062,563.5645000000001,1383.8242499999997,2514.0772500000003
1640,M,uw,178.18568923167916,351.9637272727273,1161.3720454545453,2526.616409090909
1641,M,uw,162.5706786134098,492.8268,1644.3338,2268.3194000000003
1642,M,uw,130.20340261711476,375.952375,1390.882375,2185.59075
1643,M,uw,137.24766852018143,395.2751428571429,1600.293,2465.6554285714287
1644,M,uw,113.63972456201866,461.154,1494.064888888889,2417.9084444444443
1645,M,uw,147.42907060661605,578.19,1557.526,2409.1855
1646,M,uw,130.9362697836438,506.5905555555555,1336.101388888889,2308.345277777778
1647,M,uw,152.68360910538996,517.9447999999999,1441.6382666666666,2416.996333333333
1648,M,uw,93.95949755778916,489.0448947368421,1469.0596315789471,2370.228052631579
1649,M,uw,165.02564498952333,512.4980588235294,1055.6807058823529,2623.2216470588232
1650,M,uw,130.76398996610033,484.42355555555554,1148.1296666666667,2585.9527777777785
1651,M,uw,116.3014418613159,517.73,1490.8042,2396.7962
1652,M,uw,109.55278898394954,440.0952222222222,1241.4586666666669,2325.416444444445
1653,M,uw,150.96889372363609,479.54857142857145,1150.6392857142855,1991.6412857142852
1654,M,uw,103.34973802197608,827.4181428571428,1773.5774285714288,2873.8128571428574
1655,M,uw,151.8385464821947,426.6613333333333,1322.304666666667,2317.151666666666
1656,M,uw,110.2984682950672,473.111,1229.4565,2389.135875
1657,M,uw,156.55056430735786,382.2261666666666,1298.6508333333331,2513.7630000000004
1658,M,uw,146.96809806321113,408.6199166666666,1197.1716666666664,2215.645583333334
1659,M,uw,127.90603061392946,497.48605555555565,1590.4622777777777,3102.135
1660,M,uw,124.43136476943688,418.745375,1135.219,2364.533625
1661,M,uw,133.84045589337282,414.37033333333335,1393.3274444444444,2380.340333333333
1662,M,uw,138.3286737920058,486.7395714285714,1309.0842142857143,2899.2055
1663,M,uw,101.62858914005696,469.31675,1169.0861666666665,2121.413666666667
1664,M,uw,138.94894437729,429.3248461538461,1217.836769230769,2349.186538461538
1665,M,uw,111.72122674692102,562.8665555555556,1601.0393333333332,2783.0104444444446
1666,M,uw,126.47403063641848,642.5441333333334,1391.904,2589.7037333333333
1667,M,uw,135.99146712936724,431.59,1316.079125,2571.12275
1668,M,uw,111.35170366122122,459.7435,1259.223375,2392.0846250000004
1669,M,uw,153.28290328399785,503.464,1266.0304545454546,2401.206727272727
1670,M,uw,112.13575188060643,397.61075,1506.8805,3085.81675
1671,M,uw,95.78553739406208,725.2433000000002,1544.04155,3173.9136
1672,M,uw,127.18936318924789,619.0526153846154,1485.002769230769,2178.8973846153845
1673,M,uw,132.03703721115207,434.19235294117647,1390.328117647059,2783.384529411765
1674,M,uw,121.00985538506455,613.0699,1399.8222,2592.1954
1675,M,uw,120.73495673611971,424.116,1290.9495714285715,2510.8591428571426
1676,M,uw,87.02333455565594,499.0897777777778,1526.0611111111111,2472.0582222222224
1677,M,uw,149.51361399452236,1228.4216521739131,1905.7990000000004,3267.2612173913044
1678,M,uw,125.1461737663344,467.32588888888887,819.6735555555556,2432.104111111111
1679,M,uw,119.11145908874786,394.2891111111112,1333.1991666666663,2326.501777777777
1680,M,uw,158.79888923365172,461.6034347826088,1177.6149565217395,2492.5115217391312
1681,M,uw,134.51769204246312,523.0830833333333,921.4024999999998,2745.620166666667
1682,M,uw,148.84955485225512,463.4777142857142,1189.4731428571429,2285.4232857142856
1683,M,uw,111.63506147185804,547.8342352941175,1607.308588235294,2692.4395294117644
1684,M,uw,110.12493917972502,795.5681111111111,1905.4276666666665,3287.028111111112
1685,M,uw,143.16815564401762,457.8222000000001,1282.0088666666668,2676.4352000000003
1686,M,uw,191.18612885764415,480.9617142857143,1484.961357142857,2446.663785714285
1687,M,uw,155.17024581238073,457.7745454545455,1134.463,2494.938909090909
1688,M,uw,128.75297283980814,648.8518333333334,1719.6190833333333,2848.7165833333333
1689,M,uw,114.89152766916564,408.23525,1712.6668333333334,2782.375083333334
1690,M,uw,149.6564929450321,1282.7288333333331,2301.572166666667,3430.239
1691,M,uw,133.14087201983665,437.402,1601.8195,2293.440250000001
1692,M,uw,92.72312633635804,438.057625,1206.0477500000002,2349.4765
1693,M,uw,132.27182241782702,831.9106666666667,1728.1216666666662,2790.458166666667
1694,M,uw,122.00795294648952,375.1436363636364,1252.0780909090909,1926.1627272727276
1695,M,uw,106.053859959924,584.4804285714285,1368.9412857142856,2677.868285714286
1696,M,uw,102.76883442952884,594.6105555555555,1456.0498888888887,2257.954
1697,M,uw,136.53697442862045,433.546875,1146.787875,2469.37425
1698,M,uw,138.0173833681477,837.1415,1784.2135499999995,2692.1665499999995
1699,M,uw,91.8108426770918,862.5179,1662.6427,3267.8759
1700,M,uw,129.11149779451404,720.8663333333334,1631.7781666666667,2909.9735
1701,M,uw,138.31653408003598,405.42725,1266.52975,2731.5415000000003
1702,M,uw,125.95240613831086,540.4325,988.1370625,2799.94125
1703,M,uw,105.77470673774144,442.8395714285716,1107.1032142857143,2149.628857142857
1704,M,uw,117.27496290607664,909.9786666666664,1416.8105000000005,2874.828916666667
1705,M,uw,100.77031676643809,431.2388888888888,1390.447222222222,2600.695888888889
1706,M,uw,127.907542122857,396.7644545454545,1474.1952727272728,2512.7920909090917
1707,M,uw,121.20888254135738,423.7296428571429,1338.7582857142856,2565.4311428571427
1708,M,uw,134.83189528828527,513.2608333333333,1951.8721666666663,3281.3725
1709,M,uw,103.56435941284856,764.6834444444444,1800.362,2700.6384444444448
1710,M,uw,110.7529918418631,474.074,1195.426333333333,2069.8505
1711,M,uw,118.57393618271225,442.9652352941175,1220.457,2559.371647058824
1712,M,uw,127.90603061392946,706.0885000000002,2718.3509166666668,3413.9491666666668
1713,M,uw,128.34798836609264,452.41775,1497.97,2678.2206666666666
1714,M,uw,127.73328122807696,498.95245454545454,1368.7383636363636,2581.6311818181816
1715,M,uw,160.71692425306344,666.6046875,1621.406625,2725.4800625
1716,M,uw,114.11463366071804,449.7534444444444,1467.941,2414.2053333333333
1717,M,uw,162.42433271985558,701.367619047619,1642.788,2527.2560000000003
1718,M,uw,127.9982149567929,608.4928888888888,1150.0037777777775,2090.134111111111
1719,M,uw,155.31469210260622,532.562,1240.5748333333331,1913.9556666666667
1720,M,uw,115.66795199570184,783.0932727272727,1824.5011818181813,2679.763363636364
1721,M,uw,134.8326070211089,393.9291764705882,930.558,2575.619294117647
1722,M,uw,126.6617051560678,452.8585,1452.8356666666666,2560.481333333333
1723,M,uw,102.04168281379808,390.1156333333334,1294.1445333333331,2492.8917666666666
1724,M,uw,127.09834027125744,447.86025,1452.8355,2516.9379166666663
1725,M,uw,114.45861407683772,556.0462000000001,1525.2062,2895.067066666666
1726,M,uw,97.75686345132456,457.89861538461537,1339.615923076923,2423.021153846153
1727,M,uw,130.76166741867516,496.1136,1353.1072,2630.5668
1728,M,uw,119.55213346916722,449.210375,861.95275,2589.533875
1729,M,uw,134.455495308001,696.1786500000001,2068.4663,3240.55
1730,M,uw,158.79888923365172,471.8048461538462,1348.517230769231,2500.237923076923
1731,M,uw,150.65984139498934,510.6263333333333,1462.027,2733.9086666666667
1732,M,uw,113.20578692871882,653.2764,1351.833,2496.3602
1733,M,uw,179.28866206746648,749.2053846153847,2036.301615384616,2833.929692307692
1734,M,uw,126.6039378743029,354.46971428571425,1481.668,2147.539642857143
1735,M,uw,96.11868921941723,518.097125,1740.0359999999998,2881.0965
1736,M,uw,155.80311915311583,531.7628333333333,1381.8313333333333,2094.828833333333
1737,M,uw,96.10882753392092,653.5540666666667,1672.493333333333,2633.2266000000004
1738,M,uw,98.0069001342134,897.7262500000002,1744.7885833333337,2711.4075833333336
1739,M,uw,132.02865763352602,509.80346666666657,1352.9117333333334,2657.1789333333336
1740,M,uw,138.1544315344775,418.7361111111111,1472.5001111111108,2455.549111111111
1741,M,uw,103.83731089273611,536.162125,1465.886625,2906.542625
1742,M,uw,134.70648015812938,429.1268333333333,1235.6049999999998,2380.4661666666666
1743,M,uw,103.98348176280916,484.7700769230769,1185.8235384615384,2558.3251538461536
1744,M,uw,137.3995299704742,525.0001874999999,1677.1881875,2728.5096250000006
1745,M,uw,157.23515065413443,413.6893333333333,1574.47625,2272.299916666667
1746,M,uw,100.51955963257774,502.8798,1199.6232,2254.4026000000003
1747,M,uw,107.73133410769766,504.7000000000001,1102.505846153846,2214.8057692307693
1748,M,uw,133.0072258955201,488.3952142857143,1405.696,2553.040571428571
1749,M,uw,97.09006937231584,463.7544230769231,1498.7720769230773,2564.837730769231
1750,M,uw,113.0991045479372,394.83877777777775,1444.8125555555555,2679.9785555555554
1751,M,uw,132.01033483831543,941.321090909091,2427.139090909091,3129.209090909091
1752,M,uw,104.24536844088566,483.9068095238096,1393.3000476190475,2480.368095238095
1753,M,uw,108.55244174816843,910.431625,1657.551,2966.254
1754,M,uw,103.28427061152932,579.0302105263158,1398.5913684210527,2412.188578947369
1755,M,uw,138.33438837078296,655.11825,1710.8489999999997,2664.273375
1756,M,uw,96.04494505926132,468.600705882353,1416.0080588235294,2694.329823529411
1757,M,uw,130.15575702440785,622.7486153846154,1320.1415384615384,2559.8773846153845
1758,M,uw,118.10459056394022,390.45142857142855,1386.5985714285714,2593.4041428571427
1759,M,uw,114.09269271715198,950.02225,2163.3283333333334,3190.16175
1760,M,uw,121.78442302450776,475.9899285714286,1015.4031428571428,2624.5447142857147
1761,M,uw,96.30118713627466,618.4493076923077,1347.3496923076923,2433.3333846153846
1762,M,uw,143.40861015643358,704.8851999999999,2048.946,3475.6634
1763,M,uw,109.33550973812356,767.1105555555556,1388.450166666667,2755.932
1764,M,uw,96.83368875116396,367.5374285714287,1441.203761904762,2249.973476190476
1765,M,uw,105.81527842811566,442.1706000000001,1369.6063,2184.8234999999995
1766,M,uw,154.34112733326504,413.4652142857143,1365.2872142857143,2358.756214285714
1767,M,uw,96.51272911916442,397.1674444444444,1142.956111111111,2618.2181111111117
1768,M,uw,134.75597195020129,465.7085555555556,1248.427888888889,2532.093111111111
1769,M,uw,113.7459869298566,594.1348,1343.5187999999998,2399.8016
1770,M,uw,128.11549501424767,461.5106666666666,959.208888888889,2830.409333333333
1771,M,uw,127.6786840199557,449.3364,1741.5788,2035.1344
1772,M,uw,129.61191979185384,374.9811,1066.6464,2565.8778
1773,M,uw,120.9463953639497,390.2294166666666,1533.4026666666666,2553.0307500000004
1774,M,uw,120.62892591843767,514.2262000000001,1095.0029,2549.2018
1775,M,uw,150.8837333887181,488.0958571428572,1492.9912857142858,2200.0931428571425
1776,M,uw,124.35317992219264,530.5994999999999,1527.1945,2663.3898750000003
1777,M,uw,129.64571090755746,487.34726666666666,897.4329333333334,2853.2896666666666
1778,M,uw,130.75482271610932,841.9588,2031.3014000000005,2517.4588
1779,M,uw,93.95949755778916,754.3255555555556,2271.5460000000003,3370.6451666666667
1780,M,uw,138.3286737920058,495.9841999999999,1679.0773999999997,2679.2288666666664
1781,M,uw,120.07916692156893,609.5372000000001,1364.1680666666662,2738.7756000000004
1782,M,uw,142.21495825585995,439.24888888888887,929.2775555555556,2265.1141111111115
1783,M,uw,106.17375001548922,402.1032,831.9164999999999,2682.6324
1784,M,uw,116.86963412942328,435.24425,1560.00825,2529.35825
1785,M,uw,127.73340843912226,428.38525,1332.3848750000002,2541.4600625000003
1786,M,uw,108.98866557618662,569.1146666666667,1251.5465555555554,2569.798
1787,M,uw,120.07074036539402,457.06111111111113,966.181,2467.847777777777
1788,M,uw,120.66015690192243,497.5127142857143,1327.4480714285712,2706.956642857143
1789,M,uw,110.6831825794299,390.514375,1539.357125,2477.951375
1790,M,uw,126.59789956545204,733.1193333333334,2321.5001111111105,3178.2520000000004
1791,M,uw,133.36777284402373,431.0227142857143,1587.3754285714288,2026.9831428571429
1792,M,uw,126.2661581512208,566.1448,1216.4212000000002,2332.8676
1793,M,uw,138.82083730256258,493.13775,1420.59,2199.4925000000003
1794,M,uw,123.49946402416346,605.8976666666666,1770.319375,2925.875
1795,M,uw,140.6736463038234,503.008,1011.4762857142858,2556.822285714286
1796,M,uw,156.93330614510904,761.3081249999999,1746.4849374999997,2998.81775
1797,M,uw,129.29406394424808,388.637875,960.495125,2156.34025
1798,M,uw,157.2224854211766,408.50428571428574,1312.9061428571426,2604.8348571428573
1799,M,uw,146.7945043957333,401.7002,1568.539,2305.1974
1800,F,uw,205.7569483822364,530.8168800000001,1527.3928800000003,3009.01908
1801,F,uw,232.05991130915487,474.5428999999999,1461.6869000000002,2701.8605
1802,F,uw,206.25174325421932,484.48083333333335,1331.6128333333334,2777.3795
1803,F,uw,193.054823649263,578.313,1481.9018,2502.645
1804,F,uw,201.4117150995036,424.2360625,1474.226875,2500.9734375000003
1805,F,uw,181.2903796419961,456.56809090909087,1654.2384545454545,2605.9905454545456
1806,F,uw,202.60557434020956,672.5215,1638.736666666667,2604.577
1807,F,uw,236.26150794291544,555.9767142857144,991.0135714285716,2988.585428571428
1808,F,uw,158.37586574705676,542.5005384615386,1022.0251538461538,2367.234307692307
1809,F,uw,213.9044919357784,459.7748,1582.7342,2850.1672000000003
1810,F,uw,236.37992037849853,505.0326666666666,805.2108333333332,2350.799
1811,F,uw,184.1248531104635,436.4751428571429,1101.858857142857,2560.561142857143
1812,F,uw,164.7929788695746,466.98849999999993,1507.3076999999998,2619.475100000001
1813,F,uw,183.76144515558315,522.068,1033.3607272727274,2724.841636363637
1814,F,uw,217.8709262331184,449.2205,1368.1523749999997,2610.801375
1815,F,uw,207.0912830275326,483.2046363636363,1602.9166363636366,2812.170181818182
1816,F,uw,180.73035500706888,445.84083333333336,1402.6968333333334,1955.9355
1817,F,uw,138.91190838508746,477.79,1376.0638333333334,2741.3826666666664
1818,F,uw,164.7929788695746,504.5323,1407.9269,2597.0470000000005
1819,F,uw,194.47730804986597,480.4422307692308,1019.0402307692308,3340.1516923076924
1820,F,uw,186.5279443859825,458.2398181818182,1289.6302727272723,2963.5510909090917
1821,F,uw,214.04577304990397,400.6344615384616,1634.6933076923076,2621.9493846153846
1822,F,uw,216.25861059422976,514.1316363636363,1216.7174545454543,2856.923454545454
1823,F,uw,230.67616616026564,458.71186666666665,1285.0670000000002,2915.6584666666663
1824,F,uw,239.48164156074188,507.4627857142856,1262.947571428571,3179.451785714286
1825,F,uw,193.5935224910219,519.3058,1373.8692,2507.1736
1826,F,uw,201.85198999867615,434.1780588235294,1523.9552352941178,2825.35894117647
1827,F,uw,197.2574924337944,637.3292307692308,1555.2819230769232,2563.6756923076923
1828,F,uw,170.2663062241728,531.5733548387096,1318.6568387096772,2900.804290322581
1829,F,uw,186.34462845833588,549.188,1307.422823529412,2371.208411764706
1830,F,uw,223.89996916063933,468.4366,1861.9598,2703.3668
1831,F,uw,212.93220114330228,524.8963200000001,1264.1739600000003,3026.97352
1832,F,uw,170.3247901117901,512.6985000000001,1414.7750000000003,2912.150666666667
1833,F,uw,223.1528348756328,516.9014285714286,1595.4276428571427,2877.0682857142856
1834,F,uw,190.00896671200903,593.462125,1251.754,2198.4548750000004
1835,F,uw,226.83684491357965,602.2645833333332,1390.0995833333334,2922.80175
1836,F,uw,207.0220142823487,463.8922727272727,1321.503272727273,2539.9594545454547
1837,F,uw,189.07383184782287,455.8563,1583.71825,2842.6805000000004
1838,F,uw,236.37992037849853,581.1078888888891,1429.6014444444445,3036.722
1839,F,uw,213.12825056291965,521.7679285714286,1503.082,2800.7236428571427
1840,F,uw,158.73359523781684,500.1052666666666,1622.445533333333,2799.3561333333337
1841,F,uw,254.66909391317483,449.5349999999999,1003.9367272727272,2566.7100909090905
1842,F,uw,186.9664022673333,435.0649,761.7052,2471.5648
1843,F,uw,191.5344131437385,496.7261999999999,1253.0536,2471.6841
1844,F,uw,204.229311654072,532.319,1426.1841250000002,2461.995375
1845,F,uw,176.58948434485976,488.238,1431.9816666666666,2262.656333333333
1846,F,uw,181.81590844055472,591.7722000000001,1359.197,2324.3389
1847,F,uw,219.08602633388023,520.1990000000001,1505.4276923076925,2848.414
1848,F,uw,184.0690541185943,495.8913333333333,1448.973888888889,2726.6540000000005
1849,F,uw,208.3547146293244,510.5975,1253.544875,2419.24975
1850,F,uw,146.6385799760198,456.7635,972.33975,2425.40475
1851,F,uw,199.46655901042973,419.571,758.6205,2686.96175
1852,F,uw,186.74387078699905,435.3256666666667,1281.8321666666668,2880.388166666666
1853,F,uw,213.4334434021644,444.054125,1548.672875,2540.584375
1854,F,uw,208.2179528395862,483.4054705882353,1406.9753529411764,2901.636941176471
1855,F,uw,183.6445469692488,437.5218,1359.0208,2720.8956000000003
1856,F,uw,182.05730818853627,425.0049333333333,1398.8178,2807.270133333333
